,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text_tokens,text_lemmas
43,1515451452520599560,1515284320184934403,1650146756000.0,2022-04-16 17:05:56,-0500,,@Lamergier2 @BrooksChloe732 @davenewworld_2 Learn about social contracts.  And atheists are too considerate.,en,[],[],1356414928303874054,1356414928303874054,RToday40,ReneeToday40,6,17,https://twitter.com/RToday40/status/1515451452520599560,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'Lamergier2', 'name': 'E Rice', 'id': '1673577860'}, {'screen_name': 'BrooksChloe732', 'name': 'Chloe Brooks', 'id': '2873715340'}, {'screen_name': 'davenewworld_2', 'name': 'Fifty Shades of Whey', 'id': '886398296146706432'}]",,,,,"['lamergier2', 'brookschloe732', 'davenewworld2', 'learn', 'social', 'contracts', 'atheists']","['lamergier2', 'brookschloe732', 'davenewworld_2', 'learn', 'social', 'contract', 'atheist']"
44,1515451031534112771,1515321452018520075,1650146656000.0,2022-04-16 17:04:16,-0500,,"@shneafumor Waugh was on better-than-nodding acquaintance with modernism, whereas I think Kingsley would have thought you were calling him a poof if you asked him what he thought of Proust.",en,[],[],22770328,22770328,Mr_Considerate,Elvis Buñuelo,6,17,https://twitter.com/Mr_Considerate/status/1515451031534112771,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'shneafumor', 'name': 'Clare', 'id': '2615395874'}]",,,,,"['shneafumor', 'waugh', 'betterthannodding', 'acquaintance', 'modernism', 'whereas', 'think', 'kingsley', 'would', 'thought', 'calling', 'poof', 'asked', 'thought', 'proust']","['shneafumor', 'waugh', 'better-than-nodding', 'acquaintance', 'modernism', 'whereas', 'think', 'kingsley', 'would', 'thought', 'call', 'poof', 'ask', 'thought', 'proust']"
45,1515450821898641412,1515423709733048321,1650146606000.0,2022-04-16 17:03:26,-0500,,"@wavechaser2024 You seem nice. Compassionate, considerate, loving. The very epitome of “come unto me”.",en,[],[],857250039609077761,857250039609077761,WedgeDaren,Daren Wedge,6,17,https://twitter.com/WedgeDaren/status/1515450821898641412,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'wavechaser2024', 'name': 'Rocky 👩🏻🖤\U0001f90d', 'id': '1267340330258567168'}]",,,,,"['wavechaser2024', 'seem', 'nice', 'compassionate', 'loving', 'epitome', 'come', 'unto']","['wavechaser2024', 'seem', 'nice', 'compassionate', 'love', 'epitome', '“', 'come', 'unto', '”']"
47,1515450688708485127,1515450688708485127,1650146574000.0,2022-04-16 17:02:54,-0500,,"it’s been really hard for me to accept the fact that other people aren’t like me. they’re not as considerate, understanding, or as caring as I am. everyone’s just built different, I need to accept that and let people be who they are.",en,[],[],583478175,583478175,emillymariegee,emily ❁,6,17,https://twitter.com/emillymariegee/status/1515450688708485127,[],[],0,,False,5,0,4,,considerate,,,,,,,[],,,,,"['really', 'hard', 'accept', 'fact', 'people', 'like', 'understanding', 'caring', 'everyone', 'built', 'different', 'need', 'accept', 'let', 'people']","['’', 'really', 'hard', 'accept', 'fact', 'people', '’', 'like', '’', 'understand', 'care', 'everyone', '’', 'built', 'different', 'need', 'accept', 'let', 'people']"
48,1515450470579453952,1515306522238242824,1650146522000.0,2022-04-16 17:02:02,-0500,,"@CdnWolfpack @Smom90423801 @brianlilley The fake account complaining that CBC is talking about covid.  Of course people still talk about covid. It's still killing people. Living with covid means taking basic precautions &amp; being considerate as one goes about one's life, not burying your head in the sand &amp; whining.",en,[],[],2936309428,2936309428,HighTimes1235,Stephen,6,17,https://twitter.com/HighTimes1235/status/1515450470579453952,[],[],0,,False,0,1,0,,considerate,,,,,,,"[{'screen_name': 'CdnWolfpack', 'name': 'CDN WolfPack', 'id': '1096162279022710784'}, {'screen_name': 'Smom90423801', 'name': 'Smom', 'id': '1243130763190710275'}, {'screen_name': 'brianlilley', 'name': 'Brian Lilley', 'id': '23865085'}]",,,,,"['cdnwolfpack', 'smom90423801', 'brianlilley', 'fake', 'account', 'complaining', 'cbc', 'talking', 'covid', 'course', 'people', 'still', 'talk', 'covid', 'still', 'killing', 'people', 'living', 'covid', 'means', 'taking', 'basic', 'precautions', 'amp', 'one', 'goes', 'ones', 'life', 'burying', 'head', 'sand', 'amp', 'whining']","['cdnwolfpack', 'smom90423801', 'brianlilley', 'fake', 'account', 'complain', 'cbc', 'talk', 'covid', 'course', 'people', 'still', 'talk', 'covid', ""'s"", 'still', 'kill', 'people', 'living', 'covid', 'mean', 'take', 'basic', 'precaution', 'amp', 'one', 'go', 'one', ""'s"", 'life', 'bury', 'head', 'sand', 'amp', 'whine']"
49,1515450407480352773,1515321452018520075,1650146507000.0,2022-04-16 17:01:47,-0500,,"@Mr_Considerate In style or content? Waugh would be another contender for most purposively regressive content, but his style probably has more flair",en,[],[],2615395874,2615395874,shneafumor,Clare,6,17,https://twitter.com/shneafumor/status/1515450407480352773,[],[],0,,False,0,1,0,,considerate,,,,,,,"[{'screen_name': 'Mr_Considerate', 'name': 'Elvis Buñuelo', 'id': '22770328'}]",,,,,"['mrconsiderate', 'style', 'content', 'waugh', 'would', 'another', 'contender', 'purposively', 'regressive', 'content', 'style', 'probably', 'flair']","['mr_considerate', 'style', 'content', 'waugh', 'would', 'another', 'contender', 'purposively', 'regressive', 'content', 'style', 'probably', 'flair']"
50,1515450363150745604,1515450363150745604,1650146496000.0,2022-04-16 17:01:36,-0500,,Every once in a while I find a new somebody that I “used to talk to” …  I thought we was jus havin some dope ass conversations..  My fault… I guess I should’ve been more considerate…,en,[],[],211304862,211304862,YoBabyMomsBFF,YoBabyMamasOtherBabyDaddy,6,17,https://twitter.com/YoBabyMomsBFF/status/1515450363150745604,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['every', 'find', 'new', 'somebody', 'used', 'talk', 'thought', 'jus', 'havin', 'dope', 'ass', 'conversations', 'fault…', 'guess', 'considerate…']","['every', 'find', 'new', 'somebody', '“', 'use', 'talk', '”', '…', 'thought', 'jus', 'havin', 'dope', 'as', 'conversation', '..', 'fault…', 'guess', '’', 'considerate…']"
51,1515450307089629184,1515373471894802434,1650146483000.0,2022-04-16 17:01:23,-0500,,@isabellasg3 I have a better one.. a goal to have 1 btc worth in XRP✌️,en,[],[],1450471977819557894,1450471977819557894,GConsiderate,ConsiderateG,6,17,https://twitter.com/GConsiderate/status/1515450307089629184,[],[],0,,False,0,1,0,,considerate,,,,,,,"[{'screen_name': 'isabellasg3', 'name': 'Isabella Santos ⚡️', 'id': '1180425715'}]",,,,,"['isabellasg3', 'better', 'one', 'goal', 'btc', 'worth', 'xrp✌️']","['isabellasg3', 'well', 'one', '..', 'goal', '1', 'btc', 'worth', 'xrp✌️']"
52,1515450302845145088,1515450302845145088,1650146482000.0,2022-04-16 17:01:22,-0500,,"My phone just asked me if I wanted to plan anything special for Shakespeare's birthday, which I think is very considerate.",en,[],[],3192216007,3192216007,3LeggedCat70,Kris MC,6,17,https://twitter.com/3LeggedCat70/status/1515450302845145088,[],[],0,,False,3,0,0,,considerate,,,,,,,[],,,,,"['phone', 'asked', 'wanted', 'plan', 'anything', 'special', 'shakespeares', 'birthday', 'think']","['phone', 'ask', 'want', 'plan', 'anything', 'special', 'shakespeare', ""'s"", 'birthday', 'think']"
53,1515449962481471495,1514860334808383492,1650146401000.0,2022-04-16 17:00:01,-0500,,@GlobalKindNFT If you ever considerate to reopen it for a very short period of time that would be amazing! I just read the roadmap and damn I would be honored as hell to be a part of this project! ✨,en,[],[],1493970813564895233,1493970813564895233,AD_Clandestine,AD Clandestine,6,17,https://twitter.com/AD_Clandestine/status/1515449962481471495,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'GlobalKindNFT', 'name': 'GlobalKind', 'id': '1512731015370121222'}]",,,,,"['globalkindnft', 'ever', 'reopen', 'short', 'period', 'time', 'would', 'amazing', 'read', 'roadmap', 'damn', 'would', 'honored', 'hell', 'part', 'project']","['globalkindnft', 'ever', 'reopen', 'short', 'period', 'time', 'would', 'amaze', 'read', 'roadmap', 'damn', 'would', 'honor', 'hell', 'part', 'project', '✨']"
54,1515449830176436230,1515449115940773889,1650146369000.0,2022-04-16 16:59:29,-0500,,"@PollyanaPaws ""No""  she do not smile  but the cat received pat pat for being considerate to offer a cupcake  ""Pedro will want one though""",en,[],[],1286524256646574081,1286524256646574081,Just_RustyaJ,Rustya 🐚 (slow),6,16,https://twitter.com/Just_RustyaJ/status/1515449830176436230,[],[],0,,False,0,1,0,,considerate,,,,,,,"[{'screen_name': 'PollyanaPaws', 'name': '❧ ⌜𝙲𝚎𝚕𝚊𝚍𝚘𝚗⌟', 'id': '1261045481645301760'}]",,,,,"['pollyanapaws', 'smile', 'cat', 'received', 'pat', 'pat', 'offer', 'cupcake', 'pedro', 'want', 'one', 'though']","['pollyanapaws', '``', ""''"", 'smile', 'cat', 'receive', 'pat', 'pat', 'offer', 'cupcake', '``', 'pedro', 'want', 'one', 'though', ""''""]"
55,1515449429024669696,1515449335378432001,1650146274000.0,2022-04-16 16:57:54,-0500,,Be considerate  HAPPY EASTER KYLEDREA #kyledrea,en,['kyledrea'],[],1497030164361859072,1497030164361859072,Kyledrea151,Kyledrea15,6,16,https://twitter.com/Kyledrea151/status/1515449429024669696,[],[],0,,False,0,1,0,,considerate,,,,,,,[],,,,,"['happy', 'easter', 'kyledrea', 'kyledrea']","['happy', 'easter', 'kyledrea', 'kyledrea']"
56,1515449254231302156,1515166228855332869,1650146232000.0,2022-04-16 16:57:12,-0500,,"@PensTwo • first impression: Sweet, Kind, Considerate, Funny as Hell • how i read your @ Nicky lol  • how close do you think we are? (1-10) Definitely a 10 • do i see you frequently on my tl? All the time and I love it  • should you do this? Yis",en,[],[],3096739308,3096739308,IcyEmpir,❄️ Icy Audios❄️,6,16,https://twitter.com/IcyEmpir/status/1515449254231302156,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'PensTwo', 'name': 'Nicky Two Pens/Inky Horror', 'id': '1236403992839716864'}]",,,,,"['penstwo', 'first', 'impression', 'sweet', 'kind', 'funny', 'hell', 'read', 'nicky', 'lol', 'close', 'think', '110', 'definitely', 'see', 'frequently', 'time', 'love', 'yis']","['penstwo', '•', 'first', 'impression', 'sweet', 'kind', 'funny', 'hell', '•', 'read', 'nicky', 'lol', '•', 'close', 'think', '1-10', 'definitely', '10', '•', 'see', 'frequently', 'tl', 'time', 'love', '•', 'yi']"
57,1515449148962709508,1515087274991620097,1650146207000.0,2022-04-16 16:56:47,-0500,,@MrJSymphony I don't think the two are so different. Being able to self-censor and be considerate even w/out knowledge of how (like with the sanitation habits) are core characteristics that result in positive (usually) behavior. You don't have one without the other.  I hope you wouldn't laugh,en,[],[],1189656984326414337,1189656984326414337,TaryntheR,TaryntheRealtor,6,16,https://twitter.com/TaryntheR/status/1515449148962709508,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'MrJSymphony', 'name': 'Jay King', 'id': '94625444'}]",,,,,"['mrjsymphony', 'dont', 'think', 'two', 'different', 'able', 'selfcensor', 'even', 'wout', 'knowledge', 'like', 'sanitation', 'habits', 'core', 'characteristics', 'result', 'positive', 'usually', 'behavior', 'dont', 'one', 'without', 'hope', 'wouldnt', 'laugh']","['mrjsymphony', ""n't"", 'think', 'two', 'different', 'able', 'self-censor', 'even', 'w/out', 'knowledge', 'like', 'sanitation', 'habit', 'core', 'characteristic', 'result', 'positive', 'usually', 'behavior', ""n't"", 'one', 'without', 'hope', 'would', ""n't"", 'laugh']"
58,1515448836822556677,1515409135214419968,1650146133000.0,2022-04-16 16:55:33,-0500,,@MAXXTHEKREEP LNAISJDOSN thats so considerate of him but also funny bc he didn't get the joke at first also  https://t.co/hQ4R5XS8DM,en,[],[],1254855687961796611,1254855687961796611,urfavbvnnie,xa || 18+ dni,6,16,https://twitter.com/urfavbvnnie/status/1515448836822556677,[],['https://pbs.twimg.com/media/FQf0r1MXwAMlfef.jpg'],1,https://pbs.twimg.com/media/FQf0r1MXwAMlfef.jpg,False,0,2,0,,considerate,,,,,,,"[{'screen_name': 'MAXXTHEKREEP', 'name': 'maxx', 'id': '1497325327185547267'}]",,,,,"['maxxthekreep', 'lnaisjdosn', 'thats', 'also', 'funny', 'didnt', 'get', 'joke', 'first', 'also', 'httpstcohq4r5xs8dm']","['maxxthekreep', 'lnaisjdosn', 'thats', 'also', 'funny', 'bc', ""n't"", 'get', 'joke', 'first', 'also', 'http', '//t.co/hq4r5xs8dm']"
59,1515448607180267529,1515354290180997124,1650146078000.0,2022-04-16 16:54:38,-0500,,@SantoroSystems Well if you purposely did it overtop another person or group yeah... And those same people your referring to would probably/ possibly anyways would be rude towards you for doing that. I do see what your saying I think and agree with the morality behind it. You seem considerate,en,[],[],2612261258,2612261258,TMuhlhausen,Thomas Muhlhausen,6,16,https://twitter.com/TMuhlhausen/status/1515448607180267529,[],[],0,,False,0,1,0,,considerate,,,,,,,"[{'screen_name': 'SantoroSystems', 'name': 'Matthew Santoro 🇨🇦 (🇬🇧🇺🇦🇮🇹🇮🇹)', 'id': '1309490345068113920'}]",,,,,"['santorosystems', 'well', 'purposely', 'overtop', 'another', 'person', 'group', 'yeah', 'people', 'referring', 'would', 'probably', 'possibly', 'anyways', 'would', 'rude', 'towards', 'see', 'saying', 'think', 'agree', 'morality', 'behind', 'seem']","['santorosystems', 'well', 'purposely', 'overtop', 'another', 'person', 'group', 'yeah', '...', 'people', 'refer', 'would', 'probably/', 'possibly', 'anyways', 'would', 'rude', 'towards', 'see', 'say', 'think', 'agree', 'morality', 'behind', 'seem']"
60,1515448319513817092,1515448319513817092,1650146009000.0,2022-04-16 16:53:29,-0500,,I don’t like ppl who aren’t considerate of my time.,en,[],[],46507200,46507200,dbby__,destiny 🦋,6,16,https://twitter.com/dbby__/status/1515448319513817092,[],[],0,,False,1,0,0,,considerate,,,,,,,[],,,,,"['like', 'ppl', 'time']","['’', 'like', 'ppl', '’', 'time']"
61,1515448241227186190,1513752352372711424,1650145991000.0,2022-04-16 16:53:11,-0500,,@PoliticsPuffin1 @DaphneS61063043 @JuliaHB1 Yes I can see from this post how 'considerate' you are!  https://t.co/jocvH6et0k,en,[],[],459490967,459490967,Brigside05,Kimi B,6,16,https://twitter.com/Brigside05/status/1515448241227186190,[],['https://pbs.twimg.com/media/FQf0JMmWQAc3kuO.jpg'],1,https://pbs.twimg.com/media/FQf0JMmWQAc3kuO.jpg,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'PoliticsPuffin1', 'name': 'The Political Puffin 🇬🇧', 'id': '343286569'}, {'screen_name': 'DaphneS61063043', 'name': 'Daphne Smith', 'id': '1513090498961063941'}, {'screen_name': 'JuliaHB1', 'name': 'Julia Hartley-Brewer', 'id': '459390022'}]",,,,,"['politicspuffin1', 'daphnes61063043', 'juliahb1', 'yes', 'see', 'post', 'httpstcojocvh6et0k']","['politicspuffin1', 'daphnes61063043', 'juliahb1', 'yes', 'see', 'post', ""'considerate"", 'http', '//t.co/jocvh6et0k']"
62,1515447790771580933,1515447790771580933,1650145883000.0,2022-04-16 16:51:23,-0500,,"The housing thing really sucks, i know Its giving me lots on anxiety too But for fucks sake can we be considerate? dev team is tryin their best out there;;",en,[],[],1076323718929018881,1076323718929018881,SummonerZeki,Aquil Zeki,6,16,https://twitter.com/SummonerZeki/status/1515447790771580933,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['housing', 'thing', 'really', 'sucks', 'know', 'giving', 'lots', 'anxiety', 'fucks', 'sake', 'dev', 'team', 'tryin', 'best']","['housing', 'thing', 'really', 'suck', 'know', 'give', 'lot', 'anxiety', 'fuck', 'sake', 'dev', 'team', 'tryin', 'best']"
63,1515447684878020610,1515447684878020610,1650145858000.0,2022-04-16 16:50:58,-0500,,i love how considerate tae is and making sure everyone feels included i might tear up a little 😭,en,[],[],1492502929881944069,1492502929881944069,sweetlnight,nina⁷,6,16,https://twitter.com/sweetlnight/status/1515447684878020610,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['love', 'tae', 'making', 'sure', 'everyone', 'feels', 'included', 'might', 'tear', 'little']","['love', 'tae', 'make', 'sure', 'everyone', 'feel', 'include', 'might', 'tear', 'little', '😭']"
64,1515447444825427972,1515431682060570640,1650145801000.0,2022-04-16 16:50:01,-0500,,"@pbcttt02 bro. you dropped the ""vaxxed &amp; boosted wimpy shit"" what does vaxxed &amp; boosted have to do with being wimpy versus being smart &amp; considerate to other humans around me.....but keep going. please. need a bigger shovel?",en,[],[],1353136403861753857,1353136403861753857,hedzofhedz,(((vaxxed & boosted af still masked up))),6,16,https://twitter.com/hedzofhedz/status/1515447444825427972,[],[],0,,False,0,2,0,,considerate,,,,,,,"[{'screen_name': 'pbcttt02', 'name': 'P2 (4-4) #RepBx', 'id': '1498898246919495682'}]",,,,,"['pbcttt02', 'bro', 'dropped', 'vaxxed', 'amp', 'boosted', 'wimpy', 'shit', 'vaxxed', 'amp', 'boosted', 'wimpy', 'versus', 'smart', 'amp', 'humans', 'around', 'mebut', 'keep', 'going', 'please', 'need', 'bigger', 'shovel']","['pbcttt02', 'bro', 'drop', '``', 'vaxxed', 'amp', 'boost', 'wimpy', 'shit', ""''"", 'vaxxed', 'amp', 'boost', 'wimpy', 'versus', 'smart', 'amp', 'human', 'around', '.....', 'keep', 'go', 'please', 'need', 'big', 'shovel']"
